display,tooltips,purity,complexity,cost,processing,steps,viewBox,recipeIndexes,id
Nonuple Compressed Mossy Cobblestone,,1,436348110,435848050,500060,10,5472 32,93618 93621,additionalcompression:cobblestonemossy_compressed:8
Manyullyn Singularity,,1,432963459.2940977,407187525.17245364,25775934.121644083,838,640 2176,6905,extendedcrafting:singularity:66
Draconic Leggings,Charge: 0 / 16.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,draconicevolution:draconic_legs:0
Draconic Leggings,Charge: 16.0M / 16.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{Energy:16000000,DEUpgrades:{moveSpeed:0b}}"
Draconic Leggings,Charge: 256.0M / 256.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{DEUpgrades:{rfCap:3b,moveSpeed:0b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Leggings,Charge: 16.0M / 16.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{Energy:16000000,DEUpgrades:{shieldRec:0b}}"
Draconic Leggings,Charge: 256.0M / 256.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{DEUpgrades:{rfCap:3b,moveSpeed:3b,shieldCap:3b,shieldRec:0b},Energy:256000000}"
Draconic Leggings,Charge: 16.0M / 16.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{Energy:16000000,DEUpgrades:{shieldCap:0b}}"
Draconic Leggings,Charge: 256.0M / 256.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{DEUpgrades:{rfCap:3b,moveSpeed:3b,shieldCap:0b,shieldRec:3b},Energy:256000000}"
Draconic Leggings,Charge: 16.0M / 16.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{Energy:16000000,DEUpgrades:{rfCap:0b}}"
Draconic Leggings,Charge: 256.0M / 16.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,1984 1856,10795,"draconicevolution:draconic_legs:0:{DEUpgrades:{rfCap:0b,moveSpeed:3b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Leggings,Charge: 16.0M / 16.0M RF,1,425184926.59722054,203231224.91065305,221953701.6865675,1559,2016 1856,10795,draconicevolution:draconic_legs:0:{Energy:16000000}
Draconic Boots,Charge: 0 / 16.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,draconicevolution:draconic_boots:0
Draconic Boots,Charge: 16.0M / 16.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{Energy:16000000,DEUpgrades:{shieldRec:0b}}"
Draconic Boots,Charge: 256.0M / 256.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{DEUpgrades:{rfCap:3b,jumpBoost:3b,shieldCap:3b,shieldRec:0b},Energy:256000000}"
Draconic Boots,Charge: 16.0M / 16.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{Energy:16000000,DEUpgrades:{shieldCap:0b}}"
Draconic Boots,Charge: 256.0M / 256.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{DEUpgrades:{rfCap:3b,jumpBoost:3b,shieldCap:0b,shieldRec:3b},Energy:256000000}"
Draconic Boots,Charge: 16.0M / 16.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{Energy:16000000,DEUpgrades:{rfCap:0b}}"
Draconic Boots,Charge: 256.0M / 16.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{DEUpgrades:{rfCap:0b,jumpBoost:3b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Boots,Charge: 16.0M / 16.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{Energy:16000000,DEUpgrades:{jumpBoost:0b}}"
Draconic Boots,Charge: 256.0M / 256.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,"draconicevolution:draconic_boots:0:{DEUpgrades:{rfCap:3b,jumpBoost:0b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Boots,Charge: 16.0M / 16.0M RF,1,424146182.4127131,202445870.3725087,221700312.0402044,1550,1408 1856,10796,draconicevolution:draconic_boots:0:{Energy:16000000}
Draconic Helm,Charge: 0 / 16.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,draconicevolution:draconic_helm:0
Draconic Helm,Charge: 16.0M / 16.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,"draconicevolution:draconic_helm:0:{Energy:16000000,DEUpgrades:{shieldRec:0b}}"
Draconic Helm,Charge: 256.0M / 256.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,"draconicevolution:draconic_helm:0:{DEUpgrades:{rfCap:3b,shieldCap:3b,shieldRec:0b},Energy:256000000}"
Draconic Helm,Charge: 16.0M / 16.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,"draconicevolution:draconic_helm:0:{Energy:16000000,DEUpgrades:{shieldCap:0b}}"
Draconic Helm,Charge: 256.0M / 256.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,"draconicevolution:draconic_helm:0:{DEUpgrades:{rfCap:3b,shieldCap:0b,shieldRec:3b},Energy:256000000}"
Draconic Helm,Charge: 16.0M / 16.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,"draconicevolution:draconic_helm:0:{Energy:16000000,DEUpgrades:{rfCap:0b}}"
Draconic Helm,Charge: 256.0M / 16.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,"draconicevolution:draconic_helm:0:{DEUpgrades:{rfCap:0b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Helm,Charge: 16.0M / 16.0M RF,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1760 1856,10793,draconicevolution:draconic_helm:0:{Energy:16000000}
Draconic Chestplate,Charge: 0 / 16.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,draconicevolution:draconic_chest:0
Draconic Chestplate,Charge: 16.0M / 16.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,"draconicevolution:draconic_chest:0:{Energy:16000000,DEUpgrades:{shieldRec:0b}}"
Draconic Chestplate,Charge: 256.0M / 256.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,"draconicevolution:draconic_chest:0:{DEUpgrades:{rfCap:3b,shieldCap:3b,shieldRec:0b},Energy:256000000}"
Draconic Chestplate,Charge: 16.0M / 16.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,"draconicevolution:draconic_chest:0:{Energy:16000000,DEUpgrades:{shieldCap:0b}}"
Draconic Chestplate,Charge: 256.0M / 256.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,"draconicevolution:draconic_chest:0:{DEUpgrades:{rfCap:3b,shieldCap:0b,shieldRec:3b},Energy:256000000}"
Draconic Chestplate,Charge: 16.0M / 16.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,"draconicevolution:draconic_chest:0:{Energy:16000000,DEUpgrades:{rfCap:0b}}"
Draconic Chestplate,Charge: 256.0M / 256.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,"draconicevolution:draconic_chest:0:{DEUpgrades:{rfCap:0b,shieldCap:3b,shieldRec:3b},Energy:256000000}"
Draconic Chestplate,Charge: 16.0M / 16.0M RF\n§b#Flight,1,421121189.53659797,203754499.5468613,217366689.9897367,1492,1600 1856,10794,draconicevolution:draconic_chest:0:{Energy:16000000}
Solar Array Controller Tier 5,,1,408521745.525076,163263937.6273945,245257807.89768147,1501,1888 2080,13179,environmentaltech:solar_cont_5:0
The Ultimate Component,,1,398589448.72278434,183343885.77587932,215245562.94690502,1424,7360 2144,88548,extendedcrafting:material:19
Stellar Helmet,Not painted,1,395317543.8303749,281659312.9174754,113658230.9128995,1113,4608 2016,97269,enderio:item_stellar_alloy_helmet:0
Stellar Helmet,Not painted\n§5Vis discount: 5%\n§3Pocket Anvil\n§3Apiarist's Hat\n§3Empowered V\n§3Revealing\n§3Inventory III\n§3Naturalist's Eye\n§3Night Vision\n§3Padding\n§3Solar III\n§3Sound Locator,1,395317543.8303749,281659312.9174754,113658230.9128995,1113,4608 2016,97269,"enderio:item_stellar_alloy_helmet:0:{enderio.darksteel.upgrade.energyUpgrade:{level:4,energy:2500000},enderio.darksteel.upgrade.anvil:{level:2},enderio.darksteel.upgrade.apiarist_armor_head:{level:0},enderio.darksteel.upgrade.gogglesOfRevealing:{level:0},enderio.darksteel.upgrade.inv:{level:2},enderio.darksteel.upgrade.naturalist_eye:{level:0},enderio.darksteel.upgrade.nightVision:{level:0},enderio.darksteel.upgrade.padding:{level:0},enderio.darksteel.upgrade.solar:{level:3},enderio.darksteel.upgrade.soundDetector:{level:0}}"
Stellar Boots,,1,395317501.8790872,281659270.9661877,113658230.9128995,1113,4448 2016,97272,enderio:item_stellar_alloy_boots:0
Stellar Boots,§5Vis discount: 2%\n§3Pocket Anvil\n§3Apiarist's Shoes\n§3Empowered V\n§3Inventory III\n§3Jump III\n§3Step Assist\n§3Flippers\n§3Thaumaturge's Boots,1,395317501.8790872,281659270.9661877,113658230.9128995,1113,4448 2016,97272,"enderio:item_stellar_alloy_boots:0:{enderio.darksteel.upgrade.energyUpgrade:{level:4,energy:2500000},enderio.darksteel.upgrade.anvil:{level:2},enderio.darksteel.upgrade.apiarist_armor_feet:{level:0},enderio.darksteel.upgrade.inv:{level:2},enderio.darksteel.upgrade.jumpBoost:{level:3},enderio.darksteel.upgrade.step_assist:{level:0},enderio.darksteel.upgrade.swim:{level:0},enderio.darksteel.upgrade.thaumaturge_robes_feet:{level:0}}"
UU-Metal Chestplate Core,,1,381640569.2173124,380658303.89264935,982265.3246630298,149,1408 1600,49691 49690,"conarm:chest_core:0:{Material:""universal_metal""}"
Flow of Infinity,,1,351342921.3536084,108025952.52142027,243316968.83218816,1490,,20972 20973 38272 38331 38336 38395 38601 38945 38996 39091 39138 39143 39350 39799 39986 40029 40077 40105 40173 40330 40543 40712 40778 40824 40918 41038 41092 41139 41371 41392 41559 41643 41779 41824 41881 41883 41927 41940 42636 42682 45636 46545 77226 77227 77228 77229 77230 77231 77232 77233 77234 77235 77236 77237 77238 77239 77240 77241 77242 77243 77244 77245 77246 77247 77248 77249 77250 77251 77252 77253 77254 77255 77256 77257 77258 77259 77260 77261 77262 77263 77264,fluid:infinity_metal
Red Matter Arcane Focus,,1,330977100.23440677,322682077.8370378,8295022.397368973,494,6752 4992,50090 50089,"tconevo:part_arcane_focus:0:{Material:""red_matter""}"
Chaotic Sledge Hammer Head,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,1248 4992,49203 49202,"tcomplement:sledge_head:0:{Material:""chaotic_metal""}"
Chaotic Shovel Head,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,192 6528,49145 49144,"tconstruct:shovel_head:0:{Material:""chaotic_metal""}"
Chaotic Kama Head,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,2272 5824,49149 49148,"tconstruct:kama_head:0:{Material:""chaotic_metal""}"
Chaotic Axe Head,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,1216 5120,49147 49146,"tconstruct:axe_head:0:{Material:""chaotic_metal""}"
Chaotic Sword Blade,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,2336 6624,49165 49164,"tconstruct:sword_blade:0:{Material:""chaotic_metal""}"
Chaotic Sharpening Kit,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,7744 6368,49135 49134,"tconstruct:sharpening_kit:0:{Material:""chaotic_metal""}"
Chaotic Arrow Head,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,3360 5088,49181 49180,"tconstruct:arrow_head:0:{Material:""chaotic_metal""}"
Chaotic Polishing Kit,,1,328044255.37108535,271553479.6195289,56490775.751556434,1040,96 1792,49197 49196,"conarm:polishing_kit:0:{Material:""chaotic_metal""}"
Chaotic Pickaxe Head,,1,328044253.37108535,271553479.6195289,56490773.751556434,1038,5056 6144,49141 49140,"tconstruct:pick_head:0:{Material:""chaotic_metal""}"
Awakened Draconium Seeds,,1,326016340.54365873,207541664.55152372,118474675.992135,1187,2240 3872,20519,mysticalagradditions:awakened_draconium_seeds:0
Stellar Pickaxe,,1,324932754.2273847,211274522.31448516,113658231.9128995,1114,4736 2016,94313,enderio:item_stellar_alloy_pickaxe:0
Stellar Pickaxe,§3Direct\n§3Empowered V\n§3Spoon\n§3Explosive I\n§3Travel,1,324932754.2273847,211274522.31448516,113658231.9128995,1114,4736 2016,94313,"enderio:item_stellar_alloy_pickaxe:0:{enderio.darksteel.upgrade.energyUpgrade:{level:4,energy:2500000},enderio.darksteel.upgrade.travel:{level:0},enderio.darksteel.upgrade.spoon:{level:0},enderio.darksteel.upgrade.tnt:{level:0},enderio.darksteel.upgrade.direct:{level:0}}"
Stellar Pickaxe,§3Carpeting\n§3Depth\n§3Direct\n§3Empowered V\n§3Spoon\n§3Explosive V\n§3Travel,1,324932754.2273847,211274522.31448516,113658231.9128995,1114,4736 2016,94313,"enderio:item_stellar_alloy_pickaxe:0:{enderio.darksteel.upgrade.energyUpgrade:{level:4,energy:2500000},enderio.darksteel.upgrade.travel:{level:0},enderio.darksteel.upgrade.spoon:{level:0},enderio.darksteel.upgrade.tnt:{level:4},enderio.darksteel.upgrade.depth:{level:0},enderio.darksteel.upgrade.carpet:{level:0},enderio.darksteel.upgrade.direct:{level:0}}"
Stellar Axe,,1,324932754.2273847,211274522.31448516,113658231.9128995,1114,4384 2016,94314,enderio:item_stellar_alloy_axe:0
Stellar Axe,§3Direct\n§3Empowered V\n§3Fork,1,324932754.2273847,211274522.31448516,113658231.9128995,1114,4384 2016,94314,"enderio:item_stellar_alloy_axe:0:{enderio.darksteel.upgrade.energyUpgrade:{level:4,energy:2500000},enderio.darksteel.upgrade.hoe:{level:0},enderio.darksteel.upgrade.direct:{level:0}}"
Draconic Arcane Focus,,1,322482764.80705434,265991996.05549788,56490768.751556434,1033,7872 4992,49116 49115,"tconevo:part_arcane_focus:0:{Material:""draconic_metal""}"
Draconic Metal Block,,1,322036242.25180817,265991708.3311045,56044533.920703664,1026,6240 4992,89871 57598,tconevo:metal_block:1
UU-Metal Leggings Core,,1,318197564.18003124,317215298.8553682,982265.3246630298,149,416 1760,49693 49692,"conarm:leggings_core:0:{Material:""universal_metal""}"
Enchanted Heart,§fDifficulty -10,1,316861879.79090536,95088562.77065262,221773317.02025276,1442,4352 4800,5445,scalinghealth:difficultychanger:0
Cursed Heart,,1,310334132.71755767,95088562.77065262,215245569.94690508,1431,4384 4800,5369 7885,scalinghealth:difficultychanger:1
Enderium Essence,,1,309330982.8514994,13004.79960237962,309317978.051897,1027,7072 3872,35685 19620 36080 36302,mysticalagriculture:enderium_essence:0
Enderium Seeds,,1,309318282.80763733,221279807.85316375,88038474.95447357,1026,7104 3872,20517,mysticalagriculture:enderium_seeds:0
Inferium Seeds,Tier§7: §56,1,308542707.53128016,220504237.57680658,88038469.95447357,1021,3040 3872,20515,mysticalagradditions:tier6_inferium_seeds:0
The Ultimate Ingot,,1,306871178.1814598,91625616.23455471,215245561.94690508,1423,7520 2144,22782 88569 88584,extendedcrafting:material:32
Red Matter Excavator Head,,1,295123561.05534875,286828538.6579798,8295022.397368973,494,7968 5504,50042 50041,"tconstruct:excavator_head:0:{Material:""red_matter""}"
Red Matter Broad Axe Head,,1,295123561.05534875,286828538.6579798,8295022.397368973,494,4448 5248,50046 50045,"tconstruct:broad_axe_head:0:{Material:""red_matter""}"
Red Matter Scythe Head,,1,295123561.05534875,286828538.6579798,8295022.397368973,494,2400 6336,50048 50047,"tconstruct:scythe_head:0:{Material:""red_matter""}"
Red Matter Large Sword Blade,,1,295123561.05534875,286828538.6579798,8295022.397368973,494,128 5888,50062 50061,"tconstruct:large_sword_blade:0:{Material:""red_matter""}"
Red Matter Large Plate,,1,295123559.05534875,286828538.6579798,8295020.397368973,492,3008 5856,50040 50039,"tconstruct:large_plate:0:{Material:""red_matter""}"
Red Matter Hammer Head,,1,295123559.05534875,286828538.6579798,8295020.397368973,492,1088 5664,50038 50037,"tconstruct:hammer_head:0:{Material:""red_matter""}"
Draconic Excavator Head,,1,292928123.603723,236437354.85216653,56490768.751556434,1033,3936 5536,49068 49067,"tconstruct:excavator_head:0:{Material:""draconic_metal""}"
Draconic Broad Axe Head,,1,292928123.603723,236437354.85216653,56490768.751556434,1033,416 5280,49072 49071,"tconstruct:broad_axe_head:0:{Material:""draconic_metal""}"
Draconic Scythe Head,,1,292928123.603723,236437354.85216653,56490768.751556434,1033,6560 6336,49074 49073,"tconstruct:scythe_head:0:{Material:""draconic_metal""}"
Draconic Large Sword Blade,,1,292928123.603723,236437354.85216653,56490768.751556434,1033,4288 5888,49088 49087,"tconstruct:large_sword_blade:0:{Material:""draconic_metal""}"
Draconic Large Plate,,1,292928121.603723,236437354.85216653,56490766.751556434,1031,7168 5856,49066 49065,"tconstruct:large_plate:0:{Material:""draconic_metal""}"
Draconic Hammer Head,,1,292928121.603723,236437354.85216653,56490766.751556434,1031,5248 5664,49064 49063,"tconstruct:hammer_head:0:{Material:""draconic_metal""}"
Nether Star Seeds,,1,292116594.80763733,204078124.85316375,88038469.95447357,1021,2560 3872,20520,mysticalagradditions:nether_star_seeds:0
Aethium Solar Cell,,1,290964024.1979672,45706238.30028567,245257785.89768147,1479,1568 2080,97727,environmentaltech:solar_cell_aethium:0
Terrasteel Essence,,1,290188032.462497,13004.79960237962,290175027.6628946,1022,3872 3904,35842 19667 36113 36129,mysticalagriculture:terrasteel_essence:0
