display,tooltips,purity,complexity,cost,processing,steps,imgsrc,labels,recipeIndexes,depIndexes,id
Spawn Blue Wolf,,0,Infinity,Infinity,Infinity,,1056 1088,,,27788,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumadditions:blue_wolf""}}"
Spawn Angry Zombie,,0,Infinity,Infinity,Infinity,,672 1088,,,27789,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:brainyzombie""}}"
Spawn Crimson Cleric,,0,Infinity,Infinity,Infinity,,2176 1072,,,27790,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:cultistcleric""}}"
Spawn Crimson Knight,,0,Infinity,Infinity,Infinity,,3040 1072,,,27791,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:cultistknight""}}"
Spawn Eldritch Crab,,0,Infinity,Infinity,Infinity,,3936 1072,,,27794,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:eldritchcrab""}}"
Spawn Firebat,,0,Infinity,Infinity,Infinity,,2848 1072,,,27795,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:firebat""}}"
Spawn Furious Zombie,,0,Infinity,Infinity,Infinity,,1248 1088,,,27796,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:giantbrainyzombie""}}"
Spawn Shambling Husk,,0,Infinity,Infinity,Infinity,,3936 1072,,,27797,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:inhabitedzombie""}}"
Spawn Pech Forager,,0,Infinity,Infinity,Infinity,,1152 1088,,,27798,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:pech""}}"
Spawn Taintacle,,0,Infinity,Infinity,Infinity,,3856 1072,,,27799,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:taintacle""}}"
Spawn Taint Tendril,,0,Infinity,Infinity,Infinity,,2464 1072,,,27800,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:taintacletiny""}}"
Spawn Tainted Crawler,,0,Infinity,Infinity,Infinity,,1344 1088,,,27801,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:taintcrawler""}}"
Spawn Taint Seed,,0,Infinity,Infinity,Infinity,,2576 1072,,,27802,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:taintseed""}}"
Spawn Giant Taint Seed,,0,Infinity,Infinity,Infinity,,3408 1072,,,27803,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:taintseedprime""}}"
Spawn Taint Swarm,,0,Infinity,Infinity,Infinity,,4048 1072,,,27804,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:taintswarm""}}"
Spawn Thaumic Slime,,0,Infinity,Infinity,Infinity,,3904 1072,,,27805,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:thaumslime""}}"
Spawn Wisp,,0,Infinity,Infinity,Infinity,,3216 1072,,,27806,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:wisp""}}"
Spawn Autocaster,,0,Infinity,Infinity,Infinity,,2464 1072,,,27807,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumicaugmentation:autocaster""}}"
Spawn Eldritch Guardian,,0,Infinity,Infinity,Infinity,,784 1088,,,27808,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumicaugmentation:eldritch_guardian""}}"
Spawn Primordial Wisp,,0,Infinity,Infinity,Infinity,,3120 1072,,,27809,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumicaugmentation:primal_wisp""}}"
Spawn Avatar of Corruption,,0,Infinity,Infinity,Infinity,,1072 1088,,,27810,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumicwonders:corruption_avatar""}}"
Spawn Basalz,,0,Infinity,Infinity,Infinity,,2192 1072,,,27811,"minecraft:spawn_egg:0:{EntityTag:{id:""thermalfoundation:basalz""}}"
Spawn Blitz,,0,Infinity,Infinity,Infinity,,2800 1072,,,27812,"minecraft:spawn_egg:0:{EntityTag:{id:""thermalfoundation:blitz""}}"
Spawn Blizz,,0,Infinity,Infinity,Infinity,,2816 1072,,,27813,"minecraft:spawn_egg:0:{EntityTag:{id:""thermalfoundation:blizz""}}"
Spawn Armored Giant,,0,Infinity,Infinity,Infinity,,960 1088,,,27814,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:armored_giant""}}"
Spawn Bighorn Sheep,,0,Infinity,Infinity,Infinity,,3488 1072,,,27815,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:bighorn_sheep""}}"
Spawn Block and Chain Goblin,,0,Infinity,Infinity,Infinity,,2096 1072,,,27816,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:blockchain_goblin""}}"
Spawn Boggard [NYI],,0,Infinity,Infinity,Infinity,,2464 1072,,,27817,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:boggard""}}"
Spawn Dwarf Rabbit,,0,Infinity,Infinity,Infinity,,2224 1072,,,27818,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:bunny""}}"
Spawn Death Tome,,0,Infinity,Infinity,Infinity,,624 1088,,,27820,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:death_tome""}}"
Spawn Wild Deer,,0,Infinity,Infinity,Infinity,,272 1088,,,27821,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:deer""}}"
Spawn Fire Beetle,,0,Infinity,Infinity,Infinity,,3248 1072,,,27822,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:fire_beetle""}}"
Spawn Giant Miner,,0,Infinity,Infinity,Infinity,,2864 1072,,,27823,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:giant_miner""}}"
Spawn Upper Goblin Knight,,0,Infinity,Infinity,Infinity,,2464 1072,,,27824,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:goblin_knight_upper""}}"
Spawn Harbinger Cube,,0,Infinity,Infinity,Infinity,,2592 1072,,,27825,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:harbinger_cube""}}"
Spawn Hedge Spider,,0,Infinity,Infinity,Infinity,,1968 1072,,,27826,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:hedge_spider""}}"
Spawn Helmet Crab,,0,Infinity,Infinity,Infinity,,2288 1072,,,27827,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:helmet_crab""}}"
Spawn Hostile Wolf,,0,Infinity,Infinity,Infinity,,2448 1072,,,27828,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:hostile_wolf""}}"
Spawn Ice Crystal,,0,Infinity,Infinity,Infinity,,416 1088,,,27829,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:ice_crystal""}}"
Spawn King Spider,,0,Infinity,Infinity,Infinity,,1104 1088,,,27830,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:king_spider""}}"
Spawn Knight Phantom,,0,Infinity,Infinity,Infinity,,2672 1072,,,27831,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:knight_phantom""}}"
Spawn Kobold,,0,Infinity,Infinity,Infinity,,3664 1072,,,27832,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:kobold""}}"
Spawn Lich Minion,,0,Infinity,Infinity,Infinity,,2464 1072,,,27833,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:lich_minion""}}"
Spawn Maze Slime,,0,Infinity,Infinity,Infinity,,3424 1072,,,27834,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:maze_slime""}}"
Spawn Carminite Ghastling,,0,Infinity,Infinity,Infinity,,768 1088,,,27835,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:mini_ghast""}}"
Spawn Minoshroom,,0,Infinity,Infinity,Infinity,,160 1088,,,27836,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:minoshroom""}}"
Spawn Minotaur,,0,Infinity,Infinity,Infinity,,480 1088,,,27837,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:minotaur""}}"
Spawn Mist Wolf,,0,Infinity,Infinity,Infinity,,496 1088,,,27838,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:mist_wolf""}}"
Spawn Naga,,0,Infinity,Infinity,Infinity,,464 1088,,,27839,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:naga""}}"
Spawn Pinch Beetle,,0,Infinity,Infinity,Infinity,,3024 1072,,,27841,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:pinch_beetle""}}"
Spawn Redcap Sapper,,0,Infinity,Infinity,Infinity,,1200 1088,,,27843,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:redcap_sapper""}}"
Spawn Redcap Goblin,,0,Infinity,Infinity,Infinity,,912 1088,,,27844,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:redcap""}}"
Spawn Zombie,,0,Infinity,Infinity,Infinity,,2464 1072,,,27845,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:rising_zombie""}}"
Spawn Skeleton Druid,,0,Infinity,Infinity,Infinity,,3424 1072,,,27846,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:skeleton_druid""}}"
Spawn Slime Beetle,,0,Infinity,Infinity,Infinity,,1264 1088,,,27847,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:slime_beetle""}}"
Spawn Forest Squirrel,,0,Infinity,Infinity,Infinity,,2032 1072,,,27848,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:squirrel""}}"
Spawn Stable Ice Core,,0,Infinity,Infinity,Infinity,,1840 1072,,,27849,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:stable_ice_core""}}"
Spawn Swarm Spider,,0,Infinity,Infinity,Infinity,,1744 1072,,,27850,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:swarm_spider""}}"
Spawn Carminite Broodling,,0,Infinity,Infinity,Infinity,,992 1088,,,27852,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:tower_broodling""}}"
Spawn Carminite Ghastguard,,0,Infinity,Infinity,Infinity,,2256 1072,,,27853,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:tower_ghast""}}"
Spawn Carminite Golem,,0,Infinity,Infinity,Infinity,,576 1088,,,27854,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:tower_golem""}}"
Spawn Towerwood Borer,,0,Infinity,Infinity,Infinity,,192 1088,,,27855,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:tower_termite""}}"
Spawn Cave Troll,,0,Infinity,Infinity,Infinity,,1040 1088,,,27856,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:troll""}}"
Spawn Unstable Ice Core,,0,Infinity,Infinity,Infinity,,304 1088,,,27857,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:unstable_ice_core""}}"
Spawn Ur-Ghast,,0,Infinity,Infinity,Infinity,,2256 1072,,,27858,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:ur_ghast""}}"
Spawn Wild Boar,,0,Infinity,Infinity,Infinity,,512 1088,,,27859,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:wild_boar""}}"
Spawn Winter Wolf,,0,Infinity,Infinity,Infinity,,2544 1072,,,27860,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:winter_wolf""}}"
Spawn Twilight Wraith,,0,Infinity,Infinity,Infinity,,3392 1072,,,27861,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:wraith""}}"
Spawn Alpha Yeti,,0,Infinity,Infinity,Infinity,,848 1088,,,27862,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:yeti_alpha""}}"
Spawn Yeti,,0,Infinity,Infinity,Infinity,,1984 1072,,,27863,"minecraft:spawn_egg:0:{EntityTag:{id:""twilightforest:yeti""}}"
Spawn Guardian of Sprites,,0,Infinity,Infinity,Infinity,,3824 1072,,,27864,"minecraft:spawn_egg:0:{EntityTag:{id:""emberroot:rootsonespriteboss""}}"
Spawn Crimson Praetor,,0,Infinity,Infinity,Infinity,,96 1088,,,27866,"minecraft:spawn_egg:0:{EntityTag:{id:""thaumcraft:cultistleader""}}"
Spawn Pixie,,0,Infinity,Infinity,Infinity,,2464 1072,,,27867,"minecraft:spawn_egg:0:{EntityTag:{id:""botania:pixie""}}"
Spawn Silverfish,,0,Infinity,Infinity,Infinity,,1936 1072,,,29040,"minecraft:spawn_egg:0:{EntityTag:{id:""minecraft:silverfish""}}"
Mushroom,,0,Infinity,Infinity,Infinity,,864 1072,,,6140 10550 22788 40932,minecraft:red_mushroom_block:0
Mushroom,,0,Infinity,Infinity,Infinity,,3184 1008,,,6141 10550 22788 30115 40579,minecraft:brown_mushroom_block:0
Hay Bale,,0,Infinity,Infinity,Infinity,,3536 1040,,,,minecraft:hay_block:*
Iron Helmet,,0,Infinity,Infinity,Infinity,,3712 1040,,,,minecraft:iron_helmet:*
Iron Chestplate,,0,Infinity,Infinity,Infinity,,3680 1040,,,,minecraft:iron_chestplate:*
Iron Leggings,,0,Infinity,Infinity,Infinity,,3776 1040,,,6178 6914 6915 22539 24480 27090 37222,minecraft:iron_leggings:0
Iron Leggings,,0,Infinity,Infinity,Infinity,,3776 1040,,,,minecraft:iron_leggings:*
Iron Boots,,0,Infinity,Infinity,Infinity,,3648 1040,,,6179 6914 6915 22534 24480 27153 37420,minecraft:iron_boots:0
Iron Boots,,0,Infinity,Infinity,Infinity,,3648 1040,,,,minecraft:iron_boots:*
Raw Fish,,0,Infinity,Infinity,Infinity,,2864 1040,,,,minecraft:fish:*
Raw Beef,,0,Infinity,Infinity,Infinity,,2736 1008,,,,minecraft:beef:*
Raw Chicken,,0,Infinity,Infinity,Infinity,,3680 1008,,,,minecraft:chicken:*
Raw Porkchop,,0,Infinity,Infinity,Infinity,,2480 1056,,,,minecraft:porkchop:*
Raw Mutton,,0,Infinity,Infinity,Infinity,,2128 1056,,,,minecraft:mutton:*
Raw Rabbit,,0,Infinity,Infinity,Infinity,,400 1072,,,,minecraft:rabbit:*
Prismarine,,0,Infinity,Infinity,Infinity,,80 1072,,,,minecraft:prismarine:*
Steak,,0,Infinity,Infinity,Infinity,,384 1024,,,,minecraft:cooked_beef:*
Cooked Chicken,,0,Infinity,Infinity,Infinity,,400 1024,,,,minecraft:cooked_chicken:*
Cooked Fish,,0,Infinity,Infinity,Infinity,,464 1024,,,,minecraft:cooked_fish:*
Cooked Mutton,,0,Infinity,Infinity,Infinity,,432 1024,,,,minecraft:cooked_mutton:*
Cooked Porkchop,,0,Infinity,Infinity,Infinity,,448 1024,,,,minecraft:cooked_porkchop:*
Cooked Rabbit,,0,Infinity,Infinity,Infinity,,480 1024,,,,minecraft:cooked_rabbit:*
Written Book,,0,Infinity,Infinity,Infinity,,2544 1104,,,20666 20763,minecraft:written_book:0
Name Tag,,0,Infinity,Infinity,Infinity,,2160 1056,,,,minecraft:name_tag:*
Iron Sword,,0,Infinity,Infinity,Infinity,,3888 1040,,,,minecraft:iron_sword:*
Iron Shovel,,0,Infinity,Infinity,Infinity,,3872 1040,,,,minecraft:iron_shovel:*
Iron Axe,,0,Infinity,Infinity,Infinity,,3616 1040,,,,minecraft:iron_axe:*
Golden Sword,,0,Infinity,Infinity,Infinity,,3328 1040,,,,minecraft:golden_sword:*
Golden Shovel,,0,Infinity,Infinity,Infinity,,3312 1040,,,,minecraft:golden_shovel:*
Golden Axe,,0,Infinity,Infinity,Infinity,,3136 1040,,,,minecraft:golden_axe:*
Golden Chestplate,,0,Infinity,Infinity,Infinity,,3168 1040,,,6914 6915 22525 24650 27335 37223,minecraft:golden_chestplate:0
Golden Chestplate,,0,Infinity,Infinity,Infinity,,3168 1040,,,,minecraft:golden_chestplate:*
Golden Helmet,,0,Infinity,Infinity,Infinity,,3200 1040,,,,minecraft:golden_helmet:*
Golden Boots,,0,Infinity,Infinity,Infinity,,3152 1040,,,6914 6915 22524 24650 27042 37510,minecraft:golden_boots:0
Golden Boots,,0,Infinity,Infinity,Infinity,,3152 1040,,,,minecraft:golden_boots:*
Golden Leggings,,0,Infinity,Infinity,Infinity,,3248 1040,,,6914 6915 22529 24650 26864 37316,minecraft:golden_leggings:0
Golden Leggings,,0,Infinity,Infinity,Infinity,,3248 1040,,,,minecraft:golden_leggings:*
Diamond Chestplate,,0,Infinity,Infinity,Infinity,,720 1024,,,6914 6915 26609 37070,minecraft:diamond_chestplate:0
Diamond Helmet,,0,Infinity,Infinity,Infinity,,752 1024,,,6914 6915 26142 37314,minecraft:diamond_helmet:0
Diamond Boots,Protection II,0,Infinity,Infinity,Infinity,,672 1024,,,6914 6915 26040 37315,minecraft:diamond_boots:0
Diamond Leggings,,0,Infinity,Infinity,Infinity,,832 1024,,,6914 6915 26241 37175,minecraft:diamond_leggings:0
Chain Helmet,,0,Infinity,Infinity,Infinity,,3616 1008,,,,minecraft:chainmail_helmet:*
Chain Chestplate,,0,Infinity,Infinity,Infinity,,3600 1008,,,,minecraft:chainmail_chestplate:*
Chain Leggings,,0,Infinity,Infinity,Infinity,,3632 1008,,,,minecraft:chainmail_leggings:*
Chain Boots,,0,Infinity,Infinity,Infinity,,3584 1008,,,,minecraft:chainmail_boots:*
Iron Horse Armor,,0,Infinity,Infinity,Infinity,,3744 1040,,,,minecraft:iron_horse_armor:*
Gold Horse Armor,,0,Infinity,Infinity,Infinity,,3232 1040,,,,minecraft:golden_horse_armor:*
Iron Pickaxe,,0,Infinity,Infinity,Infinity,,3840 1040,,,,minecraft:iron_pickaxe:*
Golden Hoe,,0,Infinity,Infinity,Infinity,,3216 1040,,,,minecraft:golden_hoe:*
Golden Pickaxe,,0,Infinity,Infinity,Infinity,,3280 1040,,,,minecraft:golden_pickaxe:*
Iron Hoe,,0,Infinity,Infinity,Infinity,,3728 1040,,,,minecraft:iron_hoe:*
Command Block,,0,Infinity,Infinity,Infinity,,3920 1008,,,52021,minecraft:command_block:0
Stencil Table,,0,Infinity,Infinity,Infinity,,400 2048,,734,734,tconstruct:tooltables:1
Stencil Table,Oak Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""minecraft:planks"",Damage:0s,Count:1}}"
Stencil Table,Spruce Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""minecraft:planks"",Damage:1s,Count:1}}"
Stencil Table,Birch Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""minecraft:planks"",Damage:2s,Count:1}}"
Stencil Table,Jungle Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""minecraft:planks"",Damage:3s,Count:1}}"
Stencil Table,Acacia Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""minecraft:planks"",Damage:4s,Count:1}}"
Stencil Table,Dark Oak Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""minecraft:planks"",Damage:5s,Count:1}}"
Stencil Table,Larch Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:0s,Count:1}}"
Stencil Table,Teak Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:1s,Count:1}}"
Stencil Table,Desert Acacia Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:2s,Count:1}}"
Stencil Table,Lime Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:3s,Count:1}}"
Stencil Table,Chestnut Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:4s,Count:1}}"
Stencil Table,Wenge Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:5s,Count:1}}"
Stencil Table,Baobab Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:6s,Count:1}}"
Stencil Table,Sequoia Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:7s,Count:1}}"
Stencil Table,Kapok Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:8s,Count:1}}"
Stencil Table,Ebony Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:9s,Count:1}}"
Stencil Table,Mahogany Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:10s,Count:1}}"
Stencil Table,Balsa Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:11s,Count:1}}"
Stencil Table,Willow Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:12s,Count:1}}"
Stencil Table,Walnut Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:13s,Count:1}}"
Stencil Table,Greenheart Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:14s,Count:1}}"
Stencil Table,Cherry Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.0"",Damage:15s,Count:1}}"
Stencil Table,Mahoe Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:0s,Count:1}}"
Stencil Table,Poplar Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:1s,Count:1}}"
Stencil Table,Palm Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:2s,Count:1}}"
Stencil Table,Papaya Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:3s,Count:1}}"
Stencil Table,Pine Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:4s,Count:1}}"
Stencil Table,Plum Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:5s,Count:1}}"
Stencil Table,Maple Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:6s,Count:1}}"
Stencil Table,Citrus Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:7s,Count:1}}"
Stencil Table,Giant Sequoia Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:8s,Count:1}}"
Stencil Table,Ipe Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:9s,Count:1}}"
Stencil Table,Padauk Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:10s,Count:1}}"
Stencil Table,Cocobolo Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:11s,Count:1}}"
Stencil Table,Zebrawood Wood Planks,0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.1"",Damage:12s,Count:1}}"
Stencil Table,Larch Wood Planks (Fireproof),0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.fireproof.0"",Damage:0s,Count:1}}"
Stencil Table,Teak Wood Planks (Fireproof),0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.fireproof.0"",Damage:1s,Count:1}}"
Stencil Table,Desert Acacia Wood Planks (Fireproof),0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.fireproof.0"",Damage:2s,Count:1}}"
Stencil Table,Lime Wood Planks (Fireproof),0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.fireproof.0"",Damage:3s,Count:1}}"
Stencil Table,Chestnut Wood Planks (Fireproof),0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.fireproof.0"",Damage:4s,Count:1}}"
Stencil Table,Wenge Wood Planks (Fireproof),0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.fireproof.0"",Damage:5s,Count:1}}"
Stencil Table,Baobab Wood Planks (Fireproof),0,Infinity,Infinity,Infinity,,3504 1648,,734,734 22788,"tconstruct:tooltables:1:{textureBlock:{id:""forestry:planks.fireproof.0"",Damage:6s,Count:1}}"
